power_category,numeric_level,character_name,url
intelligence,1,Phaeder (Earth-616),https://marvel.fandom.com/wiki/Phaeder_(Earth-616)
intelligence,1,Preak (Earth-616),https://marvel.fandom.com/wiki/Preak_(Earth-616)
intelligence,1,Preyy (Earth-616),https://marvel.fandom.com/wiki/Preyy_(Earth-616)
intelligence,1,Punisher (Robot),https://marvel.fandom.com/wiki/Punisher_(Robot)
intelligence,1,Puppy (Earth-616),https://marvel.fandom.com/wiki/Puppy_(Earth-616)
intelligence,1,Raymond Bloch (Earth-616),https://marvel.fandom.com/wiki/Raymond_Bloch_(Earth-616)
intelligence,1,Redwing (Earth-616),https://marvel.fandom.com/wiki/Redwing_(Earth-616)
intelligence,1,Replica Model X-3 (Earth-616),https://marvel.fandom.com/wiki/Replica_Model_X-3_(Earth-616)
intelligence,1,Sassafras (Earth-616),https://marvel.fandom.com/wiki/Sassafras_(Earth-616)
intelligence,1,Simon Garth (Earth-616),https://marvel.fandom.com/wiki/Simon_Garth_(Earth-616)
intelligence,1,Simon Walterson (Earth-97161),https://marvel.fandom.com/wiki/Simon_Walterson_(Earth-97161)
intelligence,1,Sister Nil (Earth-616),https://marvel.fandom.com/wiki/Sister_Nil_(Earth-616)
intelligence,1,Strider (Earth-616),https://marvel.fandom.com/wiki/Strider_(Earth-616)
intelligence,1,Sumner Beckwith (Earth-616),https://marvel.fandom.com/wiki/Sumner_Beckwith_(Earth-616)
intelligence,1,Super-Ego (Earth-616),https://marvel.fandom.com/wiki/Super-Ego_(Earth-616)
intelligence,1,Theodore Sallis (Earth-616),https://marvel.fandom.com/wiki/Theodore_Sallis_(Earth-616)
intelligence,1,Theodore Sallis (Earth-1610),https://marvel.fandom.com/wiki/Theodore_Sallis_(Earth-1610)
intelligence,1,Thermal Man (Earth-616),https://marvel.fandom.com/wiki/Thermal_Man_(Earth-616)
intelligence,1,Tomazooma (Robot) (Earth-616),https://marvel.fandom.com/wiki/Tomazooma_(Robot)_(Earth-616)
intelligence,1,Ultimo (Earth-616),https://marvel.fandom.com/wiki/Ultimo_(Earth-616)
intelligence,1,Uncegila (Earth-616),https://marvel.fandom.com/wiki/Uncegila_(Earth-616)
intelligence,1,Valinor (Earth-616),https://marvel.fandom.com/wiki/Valinor_(Earth-616)
intelligence,1,Videoman (Earth-616),https://marvel.fandom.com/wiki/Videoman_(Earth-616)
intelligence,1,Vixen (British Crimelord) (Earth-616),https://marvel.fandom.com/wiki/Vixen_(British_Crimelord)_(Earth-616)
intelligence,1,Wendigo (British Columbia) (Earth-616),https://marvel.fandom.com/wiki/Wendigo_(British_Columbia)_(Earth-616)
intelligence,1,William McLaughlin (Earth-616),https://marvel.fandom.com/wiki/William_McLaughlin_(Earth-616)
intelligence,1,William Taurens (Earth-616),https://marvel.fandom.com/wiki/William_Taurens_(Earth-616)
intelligence,1,Wundarr (Earth-616),https://marvel.fandom.com/wiki/Wundarr_(Earth-616)
intelligence,1,Xanth (Earth-81049),https://marvel.fandom.com/wiki/Xanth_(Earth-81049)
intelligence,1,Yegor Balinov (Earth-616),https://marvel.fandom.com/wiki/Yegor_Balinov_(Earth-616)
intelligence,1,Yeti (Weapon P.R.I.M.E.) (Earth-616),https://marvel.fandom.com/wiki/Yeti_(Weapon_P.R.I.M.E.)_(Earth-616)
intelligence,1,Zabu (Earth-616),https://marvel.fandom.com/wiki/Zabu_(Earth-616)
intelligence,1,Zar (Earth-616),https://marvel.fandom.com/wiki/Zar_(Earth-616)
intelligence,1,Zzzax (Earth-616),https://marvel.fandom.com/wiki/Zzzax_(Earth-616)
intelligence,2,A'Sai (Earth-616),https://marvel.fandom.com/wiki/A%27Sai_(Earth-616)
intelligence,2,Aaron Chord (Earth-616),https://marvel.fandom.com/wiki/Aaron_Chord_(Earth-616)
intelligence,2,Aaron Fischer (Earth-616),https://marvel.fandom.com/wiki/Aaron_Fischer_(Earth-616)
intelligence,2,Abdul Qamar (Earth-616),https://marvel.fandom.com/wiki/Abdul_Qamar_(Earth-616)
intelligence,2,Abigail Boylen (Earth-616),https://marvel.fandom.com/wiki/Abigail_Boylen_(Earth-616)
intelligence,2,Abyss (Cosmic Sorcerer) (Earth-616),https://marvel.fandom.com/wiki/Abyss_(Cosmic_Sorcerer)_(Earth-616)
intelligence,2,Achelous (Earth-616),https://marvel.fandom.com/wiki/Achelous_(Earth-616)
intelligence,2,Adolf Impossible (Earth-616),https://marvel.fandom.com/wiki/Adolf_Impossible_(Earth-616)
intelligence,2,Adri Nital (Earth-616),https://marvel.fandom.com/wiki/Adri_Nital_(Earth-616)
intelligence,2,Adrian Corbo (Earth-616),https://marvel.fandom.com/wiki/Adrian_Corbo_(Earth-616)
intelligence,2,Aegis (Monster) (Earth-616),https://marvel.fandom.com/wiki/Aegis_(Monster)_(Earth-616)
intelligence,2,Agent X (Nijo) (Earth-616),https://marvel.fandom.com/wiki/Agent_X_(Nijo)_(Earth-616)
intelligence,2,Ahmet Abdol (Earth-616),https://marvel.fandom.com/wiki/Ahmet_Abdol_(Earth-616)
intelligence,2,Ahura Boltagon (Earth-616),https://marvel.fandom.com/wiki/Ahura_Boltagon_(Earth-616)
intelligence,2,Ai Apaec (Earth-616),https://marvel.fandom.com/wiki/Ai_Apaec_(Earth-616)
intelligence,2,Aiden Gillespie (Earth-616),https://marvel.fandom.com/wiki/Aiden_Gillespie_(Earth-616)
intelligence,2,Aireo (Earth-616),https://marvel.fandom.com/wiki/Aireo_(Earth-616)
intelligence,2,Alan Fagan (Earth-616),https://marvel.fandom.com/wiki/Alan_Fagan_(Earth-616)
intelligence,2,Alana Jobson (Earth-616),https://marvel.fandom.com/wiki/Alana_Jobson_(Earth-616)
intelligence,2,Alejandra Jones (Earth-616),https://marvel.fandom.com/wiki/Alejandra_Jones_(Earth-616)
intelligence,2,Aleksei Sytsevich (Earth-616),https://marvel.fandom.com/wiki/Aleksei_Sytsevich_(Earth-616)
intelligence,2,Aleksey Lebedev (Earth-616),https://marvel.fandom.com/wiki/Aleksey_Lebedev_(Earth-616)
intelligence,2,Aleta Ogord (Earth-691),https://marvel.fandom.com/wiki/Aleta_Ogord_(Earth-691)
intelligence,2,Alex Wildman (Earth-616),https://marvel.fandom.com/wiki/Alex_Wildman_(Earth-616)
intelligence,2,Alexander Aaron (Earth-616),https://marvel.fandom.com/wiki/Alexander_Aaron_(Earth-616)
intelligence,2,Alexander Ellis (Earth-616),https://marvel.fandom.com/wiki/Alexander_Ellis_(Earth-616)
intelligence,2,Alexander Woolcot (Earth-616),https://marvel.fandom.com/wiki/Alexander_Woolcot_(Earth-616)
intelligence,2,Alfonso Lopez (Earth-616),https://marvel.fandom.com/wiki/Alfonso_Lopez_(Earth-616)
intelligence,2,Algrim (Earth-616),https://marvel.fandom.com/wiki/Algrim_(Earth-616)
intelligence,2,Alioth (Temporal Limbo),https://marvel.fandom.com/wiki/Alioth_(Temporal_Limbo)
intelligence,2,Alisher Sham (Earth-616),https://marvel.fandom.com/wiki/Alisher_Sham_(Earth-616)
intelligence,2,Alison Blaire (Earth-295),https://marvel.fandom.com/wiki/Alison_Blaire_(Earth-295)
intelligence,2,Alison Blaire (Earth-1610),https://marvel.fandom.com/wiki/Alison_Blaire_(Earth-1610)
intelligence,2,Allan Lewis (Earth-616),https://marvel.fandom.com/wiki/Allan_Lewis_(Earth-616)
intelligence,2,Allen Marc Yuricic (Earth-616),https://marvel.fandom.com/wiki/Allen_Marc_Yuricic_(Earth-616)
intelligence,2,Alysande Stuart (Earth-9809),https://marvel.fandom.com/wiki/Alysande_Stuart_(Earth-9809)
intelligence,2,Amara Aquilla (Earth-616),https://marvel.fandom.com/wiki/Amara_Aquilla_(Earth-616)
intelligence,2,Ambrose Meek (Earth-616),https://marvel.fandom.com/wiki/Ambrose_Meek_(Earth-616)
intelligence,2,Amelia Weatherly (Earth-616),https://marvel.fandom.com/wiki/Amelia_Weatherly_(Earth-616)
intelligence,2,American Samurai (Earth-616),https://marvel.fandom.com/wiki/American_Samurai_(Earth-616)
intelligence,2,Amiko Kobayashi (Earth-616),https://marvel.fandom.com/wiki/Amiko_Kobayashi_(Earth-616)
intelligence,2,Amphibius (Earth-616),https://marvel.fandom.com/wiki/Amphibius_(Earth-616)
intelligence,2,Ana Shwartz (Earth-616),https://marvel.fandom.com/wiki/Ana_Shwartz_(Earth-616)
intelligence,2,Ananastasia Rinaldi (Earth-616),https://marvel.fandom.com/wiki/Ananastasia_Rinaldi_(Earth-616)
intelligence,2,Andrea Benton (Earth-616),https://marvel.fandom.com/wiki/Andrea_Benton_(Earth-616)
intelligence,2,Andrea Roarke (Earth-616),https://marvel.fandom.com/wiki/Andrea_Roarke_(Earth-616)
intelligence,2,Andrea von Strucker (Clone) (Earth-616),https://marvel.fandom.com/wiki/Andrea_von_Strucker_(Clone)_(Earth-616)
intelligence,2,Andrea von Strucker (Earth-616),https://marvel.fandom.com/wiki/Andrea_von_Strucker_(Earth-616)
intelligence,2,Andreas von Strucker (Earth-616),https://marvel.fandom.com/wiki/Andreas_von_Strucker_(Earth-616)
intelligence,2,Andrew Graves (Earth-616),https://marvel.fandom.com/wiki/Andrew_Graves_(Earth-616)
intelligence,2,Android Man (Earth-616),https://marvel.fandom.com/wiki/Android_Man_(Earth-616)
intelligence,2,Andromeda Attumasen (Earth-616),https://marvel.fandom.com/wiki/Andromeda_Attumasen_(Earth-616)
intelligence,2,André Gerard (Earth-616),https://marvel.fandom.com/wiki/Andr%C3%A9_Gerard_(Earth-616)
intelligence,2,Anelle (Earth-616),https://marvel.fandom.com/wiki/Anelle_(Earth-616)
intelligence,2,Angel Salvadore (Earth-616),https://marvel.fandom.com/wiki/Angel_Salvadore_(Earth-616)
intelligence,2,Angela Cairn (Earth-616),https://marvel.fandom.com/wiki/Angela_Cairn_(Earth-616)
intelligence,2,Angelica Jones (Earth-616),https://marvel.fandom.com/wiki/Angelica_Jones_(Earth-616)
intelligence,2,Angelina Brancale (Earth-616),https://marvel.fandom.com/wiki/Angelina_Brancale_(Earth-616)
intelligence,2,Angelo Espinosa (Earth-616),https://marvel.fandom.com/wiki/Angelo_Espinosa_(Earth-616)
intelligence,2,Anna Watson (Earth-616),https://marvel.fandom.com/wiki/Anna_Watson_(Earth-616)
intelligence,2,Annalee (Earth-616),https://marvel.fandom.com/wiki/Annalee_(Earth-616)
intelligence,2,Anne Weying (Earth-616),https://marvel.fandom.com/wiki/Anne_Weying_(Earth-616)
intelligence,2,Anne-Marie Cortez (Earth-616),https://marvel.fandom.com/wiki/Anne-Marie_Cortez_(Earth-616)
intelligence,2,Anti-Cap (Earth-616),https://marvel.fandom.com/wiki/Anti-Cap_(Earth-616)
intelligence,2,Antoine Delsoin (Earth-616),https://marvel.fandom.com/wiki/Antoine_Delsoin_(Earth-616)
intelligence,2,Anton Miguel Rodriquez (Earth-616),https://marvel.fandom.com/wiki/Anton_Miguel_Rodriquez_(Earth-616)
intelligence,2,Anton Vanko (Crimson Dynamo) (Earth-616),https://marvel.fandom.com/wiki/Anton_Vanko_(Crimson_Dynamo)_(Earth-616)
intelligence,2,Antonio Rodriguez (Earth-616),https://marvel.fandom.com/wiki/Antonio_Rodriguez_(Earth-616)
intelligence,2,Antonio Rojo (Earth-616),https://marvel.fandom.com/wiki/Antonio_Rojo_(Earth-616)
intelligence,2,Apache Kid (Rosa) (Earth-616),https://marvel.fandom.com/wiki/Apache_Kid_(Rosa)_(Earth-616)
intelligence,2,Ape (Old West) (Earth-616),https://marvel.fandom.com/wiki/Ape_(Old_West)_(Earth-616)
intelligence,2,April Parker (Earth-982),https://marvel.fandom.com/wiki/April_Parker_(Earth-982)
intelligence,2,Arc (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Arc_(Imperial_Guard)_(Earth-616)
intelligence,2,Archibald Dyker (Earth-616),https://marvel.fandom.com/wiki/Archibald_Dyker_(Earth-616)
intelligence,2,Ard-Con (Earth-616),https://marvel.fandom.com/wiki/Ard-Con_(Earth-616)
intelligence,2,Ardina (Earth-616),https://marvel.fandom.com/wiki/Ardina_(Earth-616)
intelligence,2,Ares (Earth-616),https://marvel.fandom.com/wiki/Ares_(Earth-616)
intelligence,2,Aria (Earth-616),https://marvel.fandom.com/wiki/Aria_(Earth-616)
intelligence,2,Ariel Tremmore (Earth-616),https://marvel.fandom.com/wiki/Ariel_Tremmore_(Earth-616)
intelligence,2,Arkady Rossovich (Earth-616),https://marvel.fandom.com/wiki/Arkady_Rossovich_(Earth-616)
intelligence,2,Arkady Rossovich (Earth-1610),https://marvel.fandom.com/wiki/Arkady_Rossovich_(Earth-1610)
intelligence,2,Arkon (Earth-616),https://marvel.fandom.com/wiki/Arkon_(Earth-616)
intelligence,2,Armorer (Earth-616),https://marvel.fandom.com/wiki/Armorer_(Earth-616)
intelligence,2,Arnold Lundberg (Earth-616),https://marvel.fandom.com/wiki/Arnold_Lundberg_(Earth-616)
intelligence,2,Arthur Centino (Earth-1610),https://marvel.fandom.com/wiki/Arthur_Centino_(Earth-1610)
intelligence,2,Arthur Douglas (Earth-616),https://marvel.fandom.com/wiki/Arthur_Douglas_(Earth-616)
intelligence,2,Arthur Stacy (Earth-616),https://marvel.fandom.com/wiki/Arthur_Stacy_(Earth-616)
intelligence,2,Ashley Barton (Earth-807128),https://marvel.fandom.com/wiki/Ashley_Barton_(Earth-807128)
intelligence,2,Ashley Crawford (Earth-616),https://marvel.fandom.com/wiki/Ashley_Crawford_(Earth-616)
intelligence,2,Astra (Imperial Guard) (Earth-616),https://marvel.fandom.com/wiki/Astra_(Imperial_Guard)_(Earth-616)
intelligence,2,Attuma (Earth-616),https://marvel.fandom.com/wiki/Attuma_(Earth-616)
intelligence,2,Ava Ayala (Earth-616),https://marvel.fandom.com/wiki/Ava_Ayala_(Earth-616)
intelligence,2,Avery Connor (Earth-616),https://marvel.fandom.com/wiki/Avery_Connor_(Earth-616)
intelligence,2,Awesome Android (Earth-616),https://marvel.fandom.com/wiki/Awesome_Android_(Earth-616)
intelligence,2,Axel Cluney (Earth-616),https://marvel.fandom.com/wiki/Axel_Cluney_(Earth-616)
intelligence,2,Aña Corazón (Earth-616),https://marvel.fandom.com/wiki/A%C3%B1a_Coraz%C3%B3n_(Earth-616)
intelligence,2,B'nee and C'cil (Earth-616),https://marvel.fandom.com/wiki/B%27nee_and_C%27cil_(Earth-616)
intelligence,2,Balder Odinson (Earth-616),https://marvel.fandom.com/wiki/Balder_Odinson_(Earth-616)
intelligence,2,Bambina Arbogast (Earth-616),https://marvel.fandom.com/wiki/Bambina_Arbogast_(Earth-616)
intelligence,2,Barbara Robb (Earth-616),https://marvel.fandom.com/wiki/Barbara_Robb_(Earth-616)
intelligence,2,Barbarus (Earth-616),https://marvel.fandom.com/wiki/Barbarus_(Earth-616)
intelligence,2,Barnabus Mullen (Earth-616),https://marvel.fandom.com/wiki/Barnabus_Mullen_(Earth-616)
intelligence,2,Battering Ram (Earth-616),https://marvel.fandom.com/wiki/Battering_Ram_(Earth-616)
intelligence,2,Beatta Dubiel (Earth-616),https://marvel.fandom.com/wiki/Beatta_Dubiel_(Earth-616)
intelligence,2,Beautiful Dreamer (Morlock) (Earth-616),https://marvel.fandom.com/wiki/Beautiful_Dreamer_(Morlock)_(Earth-616)
intelligence,2,Beckah Parker (Earth-616),https://marvel.fandom.com/wiki/Beckah_Parker_(Earth-616)
intelligence,2,Bella Donna Boudreaux (Earth-616),https://marvel.fandom.com/wiki/Bella_Donna_Boudreaux_(Earth-616)
intelligence,2,Benjamin Beckley (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Beckley_(Earth-616)
intelligence,2,Benjamin Grimm (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-1610)
intelligence,2,Benjamin Grimm (Earth-50701),https://marvel.fandom.com/wiki/Benjamin_Grimm_(Earth-50701)
intelligence,2,Benjamin Parker (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-616)
intelligence,2,Benjamin Parker (Earth-1610),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-1610)
intelligence,2,Benjamin Parker (Earth-6078),https://marvel.fandom.com/wiki/Benjamin_Parker_(Earth-6078)
intelligence,2,Benjamin Ruff (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Ruff_(Earth-616)
intelligence,2,Benjamin Tibbetts (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Tibbetts_(Earth-616)
intelligence,2,Benjamin Urich (Earth-616),https://marvel.fandom.com/wiki/Benjamin_Urich_(Earth-616)
intelligence,2,Bennet du Paris (Earth-616),https://marvel.fandom.com/wiki/Bennet_du_Paris_(Earth-616)
intelligence,2,Berserker (Primitive) (Earth-616),https://marvel.fandom.com/wiki/Berserker_(Primitive)_(Earth-616)
intelligence,2,Bessie (Earth-616),https://marvel.fandom.com/wiki/Bessie_(Earth-616)
intelligence,2,Beta Ray Bill (Earth-616),https://marvel.fandom.com/wiki/Beta_Ray_Bill_(Earth-616)
intelligence,2,Bete Noir (Earth-616),https://marvel.fandom.com/wiki/Bete_Noir_(Earth-616)
intelligence,2,Bethany Cabe (Earth-616),https://marvel.fandom.com/wiki/Bethany_Cabe_(Earth-616)
intelligence,2,Bird-Brain (Earth-616),https://marvel.fandom.com/wiki/Bird-Brain_(Earth-616)
intelligence,2,Black Brigade (Earth-616),https://marvel.fandom.com/wiki/Black_Brigade_(Earth-616)
intelligence,2,Black Fox (Thief) (Earth-616),https://marvel.fandom.com/wiki/Black_Fox_(Thief)_(Earth-616)
intelligence,2,Blackagar Boltagon (Earth-616),https://marvel.fandom.com/wiki/Blackagar_Boltagon_(Earth-616)
intelligence,2,Blackie Drago (Earth-1610),https://marvel.fandom.com/wiki/Blackie_Drago_(Earth-1610)
intelligence,2,Blackie Gaxton (Earth-616),https://marvel.fandom.com/wiki/Blackie_Gaxton_(Earth-616)
intelligence,2,Blackthorn (Earth-616),https://marvel.fandom.com/wiki/Blackthorn_(Earth-616)
intelligence,2,Blaine Colt (Earth-616),https://marvel.fandom.com/wiki/Blaine_Colt_(Earth-616)
intelligence,2,Blanche Sitznski (Earth-616),https://marvel.fandom.com/wiki/Blanche_Sitznski_(Earth-616)
intelligence,2,Blank (Clyde) (Earth-616),https://marvel.fandom.com/wiki/Blank_(Clyde)_(Earth-616)
intelligence,2,Blastaar (Earth-616),https://marvel.fandom.com/wiki/Blastaar_(Earth-616)
intelligence,2,Blimp (Earth-616),https://marvel.fandom.com/wiki/Blimp_(Earth-616)
